Regime,BL Sharpe,Markowitz Sharpe,BL Return,MV Return
Low_Vol,1.4560416832634493,1.4921638704450497,0.16541459250987986,0.2064499217209803
High_Vol,-0.6312112546680289,-1.0076566265186946,-0.1967545426980429,-0.3938461767549239
